"사고다발지fid","사고다발지id","법정동코드","지점코드","시도시군구명","지점명","사고건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
6779534,"2022040","4128110100","41281003  ",경기도 고양시 덕양구3,경기도 고양시 덕양구 주교동(성사지하차도입구교차 부근),7,7,1,6,0,0,126.838871491527,37.658224913850,"{""type"":""Polygon"",""coordinates"":[[[126.83976981,37.65822491],[126.83975255,37.65808617],[126.83970143,37.65795276],[126.83961841,37.65782981],[126.8395067,37.65772204],[126.83937057,37.6576336],[126.83921526,37.65756788],[126.83904674,37.65752741],[126.83887149,37.65751374],[126.83869624,37.65752741],[126.83852772,37.65756788],[126.83837241,37.6576336],[126.83823629,37.65772204],[126.83812457,37.65782981],[126.83804156,37.65795276],[126.83799044,37.65808617],[126.83797318,37.65822491],[126.83799044,37.65836366],[126.83804156,37.65849707],[126.83812457,37.65862002],[126.83823629,37.65872778],[126.83837241,37.65881623],[126.83852772,37.65888194],[126.83869624,37.65892241],[126.83887149,37.65893608],[126.83904674,37.65892241],[126.83921526,37.65888194],[126.83937057,37.65881623],[126.8395067,37.65872778],[126.83961841,37.65862002],[126.83970143,37.65849707],[126.83975255,37.65836366],[126.83976981,37.65822491]]]}"
6779354,"2022040","4128112300","41281004  ",경기도 고양시 덕양구4,경기도 고양시 덕양구 화정동(백양중학교앞교차로 부근),7,7,0,7,0,0,126.832771303754,37.630429634821,"{""type"":""Polygon"",""coordinates"":[[[126.83366962,37.63042963],[126.83365236,37.63029084],[126.83360124,37.63015738],[126.83351823,37.63003438],[126.83340651,37.62992657],[126.83327038,37.6298381],[126.83311507,37.62977235],[126.83294656,37.62973187],[126.8327713,37.6297182],[126.83259605,37.62973187],[126.83242753,37.62977235],[126.83227223,37.6298381],[126.8321361,37.62992657],[126.83202438,37.63003438],[126.83194137,37.63015738],[126.83189025,37.63029084],[126.83187299,37.63042963],[126.83189025,37.63056843],[126.83194137,37.63070189],[126.83202438,37.63082489],[126.8321361,37.63093269],[126.83227223,37.63102117],[126.83242753,37.63108691],[126.83259605,37.6311274],[126.8327713,37.63114107],[126.83294656,37.6311274],[126.83311507,37.63108691],[126.83327038,37.63102117],[126.83340651,37.63093269],[126.83351823,37.63082489],[126.83360124,37.63070189],[126.83365236,37.63056843],[126.83366962,37.63042963]]]}"
6778921,"2022040","4128510500","41285001  ",경기도 고양시 일산동구1,경기도 고양시 일산동구 마두동(마두동770 부근),8,9,0,8,0,1,126.777709742212,37.652097776992,"{""type"":""Polygon"",""coordinates"":[[[126.77860806,37.65209778],[126.7785908,37.65195902],[126.77853968,37.6518256],[126.77845666,37.65170264],[126.77834495,37.65159486],[126.77820882,37.65150641],[126.77805351,37.65144069],[126.77788499,37.65140021],[126.77770974,37.65138655],[126.77753449,37.65140021],[126.77736597,37.65144069],[126.77721066,37.65150641],[126.77707454,37.65159486],[126.77696282,37.65170264],[126.77687981,37.6518256],[126.77682869,37.65195902],[126.77681143,37.65209778],[126.77682869,37.65223653],[126.77687981,37.65236995],[126.77696282,37.65249291],[126.77707454,37.65260069],[126.77721066,37.65268914],[126.77736597,37.65275486],[126.77753449,37.65279533],[126.77770974,37.652809],[126.77788499,37.65279533],[126.77805351,37.65275486],[126.77820882,37.65268914],[126.77834495,37.65260069],[126.77845666,37.65249291],[126.77853968,37.65236995],[126.7785908,37.65223653],[126.77860806,37.65209778]]]}"
6779315,"2022040","4128510400","41285002  ",경기도 고양시 일산동구2,경기도 고양시 일산동구 장항동(목민교회 부근),7,9,1,7,1,0,126.767176464224,37.662668429905,"{""type"":""Polygon"",""coordinates"":[[[126.76807478,37.66266843],[126.76805752,37.6625297],[126.7680064,37.66239629],[126.76792339,37.66227335],[126.76781167,37.66216559],[126.76767554,37.66207715],[126.76752023,37.66201143],[126.76735172,37.66197096],[126.76717646,37.6619573],[126.76700121,37.66197096],[126.76683269,37.66201143],[126.76667739,37.66207715],[126.76654126,37.66216559],[126.76642954,37.66227335],[126.76634653,37.66239629],[126.76629541,37.6625297],[126.76627815,37.66266843],[126.76629541,37.66280716],[126.76634653,37.66294057],[126.76642954,37.66306351],[126.76654126,37.66317127],[126.76667739,37.66325971],[126.76683269,37.66332542],[126.76700121,37.66336589],[126.76717646,37.66337955],[126.76735172,37.66336589],[126.76752023,37.66332542],[126.76767554,37.66325971],[126.76781167,37.66317127],[126.76792339,37.66306351],[126.7680064,37.66294057],[126.76805752,37.66280716],[126.76807478,37.66266843]]]}"
6779083,"2022040","4128510600","41285003  ",경기도 고양시 일산동구3,경기도 고양시 일산동구 백석동(백석역사거리 부근),7,7,0,7,0,0,126.787999580917,37.642966806474,"{""type"":""Polygon"",""coordinates"":[[[126.7888979,37.64296681],[126.78888064,37.64282804],[126.78882952,37.6426946],[126.7887465,37.64257162],[126.78863479,37.64246383],[126.78849866,37.64237537],[126.78834335,37.64230963],[126.78817483,37.64226916],[126.78799958,37.64225549],[126.78782433,37.64226916],[126.78765581,37.64230963],[126.7875005,37.64237537],[126.78736438,37.64246383],[126.78725266,37.64257162],[126.78716965,37.6426946],[126.78711853,37.64282804],[126.78710127,37.64296681],[126.78711853,37.64310558],[126.78716965,37.64323901],[126.78725266,37.64336199],[126.78736438,37.64346978],[126.7875005,37.64355824],[126.78765581,37.64362397],[126.78782433,37.64366445],[126.78799958,37.64367812],[126.78817483,37.64366445],[126.78834335,37.64362397],[126.78849866,37.64355824],[126.78863479,37.64346978],[126.7887465,37.64336199],[126.78882952,37.64323901],[126.78888064,37.64310558],[126.7888979,37.64296681]]]}"
6779318,"2022040","4128510500","41285004  ",경기도 고양시 일산동구4,경기도 고양시 일산동구 마두동(일산어린이꿈센터 부근),7,7,0,7,0,0,126.773569214948,37.658201357008,"{""type"":""Polygon"",""coordinates"":[[[126.77446753,37.65820136],[126.77445027,37.65806261],[126.77439915,37.6579292],[126.77431614,37.65780625],[126.77420442,37.65769848],[126.77406829,37.65761004],[126.77391299,37.65754432],[126.77374447,37.65750385],[126.77356921,37.65749018],[126.77339396,37.65750385],[126.77322544,37.65754432],[126.77307014,37.65761004],[126.77293401,37.65769848],[126.77282229,37.65780625],[126.77273928,37.6579292],[126.77268816,37.65806261],[126.7726709,37.65820136],[126.77268816,37.6583401],[126.77273928,37.65847351],[126.77282229,37.65859646],[126.77293401,37.65870423],[126.77307014,37.65879267],[126.77322544,37.65885839],[126.77339396,37.65889886],[126.77356921,37.65891252],[126.77374447,37.65889886],[126.77391299,37.65885839],[126.77406829,37.65879267],[126.77420442,37.65870423],[126.77431614,37.65859646],[126.77439915,37.65847351],[126.77445027,37.6583401],[126.77446753,37.65820136]]]}"
6779093,"2022040","4128710400","41287001  ",경기도 고양시 일산서구1,경기도 고양시 일산서구 대화동(고양종합운동장사거리 부근),8,8,1,7,0,0,126.747311446567,37.676243414703,"{""type"":""Polygon"",""coordinates"":[[[126.74820976,37.67624341],[126.7481925,37.67610471],[126.74814138,37.67597133],[126.74805837,37.67584841],[126.74794665,37.67574066],[126.74781052,37.67565224],[126.74765522,37.67558654],[126.7474867,37.67554608],[126.74731145,37.67553242],[126.74713619,37.67554608],[126.74696768,37.67558654],[126.74681237,37.67565224],[126.74667624,37.67574066],[126.74656452,37.67584841],[126.74648151,37.67597133],[126.74643039,37.67610471],[126.74641313,37.67624341],[126.74643039,37.67638212],[126.74648151,37.6765155],[126.74656452,37.67663842],[126.74667624,37.67674616],[126.74681237,37.67683458],[126.74696768,37.67690029],[126.74713619,37.67694075],[126.74731145,37.67695441],[126.7474867,37.67694075],[126.74765522,37.67690029],[126.74781052,37.67683458],[126.74794665,37.67674616],[126.74805837,37.67663842],[126.74814138,37.6765155],[126.7481925,37.67638212],[126.74820976,37.67624341]]]}"
6779122,"2022040","4131010300","41310001  ",경기도 구리시1,경기도 구리시 인창동(수협은행구리지점 부근),8,8,1,7,0,0,127.133887118996,37.608313296622,"{""type"":""Polygon"",""coordinates"":[[[127.13478543,37.6083133],[127.13476817,37.60817446],[127.13471705,37.60804096],[127.13463404,37.60791793],[127.13452232,37.60781008],[127.1343862,37.60772158],[127.13423089,37.60765582],[127.13406237,37.60761532],[127.13388712,37.60760165],[127.13371187,37.60761532],[127.13354335,37.60765582],[127.13338804,37.60772158],[127.13325191,37.60781008],[127.1331402,37.60791793],[127.13305718,37.60804096],[127.13300606,37.60817446],[127.1329888,37.6083133],[127.13300606,37.60845213],[127.13305718,37.60858563],[127.1331402,37.60870867],[127.13325191,37.6088165],[127.13338804,37.60890501],[127.13354335,37.60897077],[127.13371187,37.60901127],[127.13388712,37.60902494],[127.13406237,37.60901127],[127.13423089,37.60897077],[127.1343862,37.60890501],[127.13452232,37.6088165],[127.13463404,37.60870867],[127.13471705,37.60858563],[127.13476817,37.60845213],[127.13478543,37.6083133]]]}"
6779536,"2022040","4131010300","41310002  ",경기도 구리시2,경기도 구리시 인창동(돌다리사거리 부근),7,7,1,6,0,0,127.140723924371,37.600222192401,"{""type"":""Polygon"",""coordinates"":[[[127.14162224,37.60022219],[127.14160498,37.60008334],[127.14155386,37.59994983],[127.14147085,37.59982678],[127.14135913,37.59971893],[127.141223,37.59963041],[127.14106769,37.59956464],[127.14089918,37.59952414],[127.14072392,37.59951047],[127.14054867,37.59952414],[127.14038015,37.59956464],[127.14022485,37.59963041],[127.14008872,37.59971893],[127.139977,37.59982678],[127.13989399,37.59994983],[127.13984287,37.60008334],[127.13982561,37.60022219],[127.13984287,37.60036104],[127.13989399,37.60049456],[127.139977,37.6006176],[127.14008872,37.60072546],[127.14022485,37.60081397],[127.14038015,37.60087974],[127.14054867,37.60092024],[127.14072392,37.60093391],[127.14089918,37.60092024],[127.14106769,37.60087974],[127.141223,37.60081397],[127.14135913,37.60072546],[127.14147085,37.6006176],[127.14155386,37.60049456],[127.14160498,37.60036104],[127.14162224,37.60022219]]]}"
6779263,"2022040","4131010400","41310003  ",경기도 구리시3,경기도 구리시 교문동(세무서사거리 부근),7,7,0,7,0,0,127.136660595811,37.597145173712,"{""type"":""Polygon"",""coordinates"":[[[127.13755891,37.59714517],[127.13754165,37.59700632],[127.13749053,37.5968728],[127.13740752,37.59674974],[127.1372958,37.59664189],[127.13715967,37.59655337],[127.13700437,37.5964876],[127.13683585,37.59644709],[127.1366606,37.59643342],[127.13648534,37.59644709],[127.13631683,37.5964876],[127.13616152,37.59655337],[127.13602539,37.59664189],[127.13591367,37.59674974],[127.13583066,37.5968728],[127.13577954,37.59700632],[127.13576228,37.59714517],[127.13577954,37.59728403],[127.13583066,37.59741755],[127.13591367,37.5975406],[127.13602539,37.59764846],[127.13616152,37.59773697],[127.13631683,37.59780275],[127.13648534,37.59784325],[127.1366606,37.59785692],[127.13683585,37.59784325],[127.13700437,37.59780275],[127.13715967,37.59773697],[127.1372958,37.59764846],[127.13740752,37.5975406],[127.13749053,37.59741755],[127.13754165,37.59728403],[127.13755891,37.59714517]]]}"
6779316,"2022040","4131010500","41310004  ",경기도 구리시4,경기도 구리시 수택동(수택동439 부근),7,7,0,7,0,0,127.140308969085,37.592289071185,"{""type"":""Polygon"",""coordinates"":[[[127.14120728,37.59228907],[127.14119002,37.59215021],[127.1411389,37.59201668],[127.14105589,37.59189362],[127.14094417,37.59178575],[127.14080805,37.59169723],[127.14065274,37.59163145],[127.14048422,37.59159095],[127.14030897,37.59157727],[127.14013372,37.59159095],[127.1399652,37.59163145],[127.13980989,37.59169723],[127.13967376,37.59178575],[127.13956205,37.59189362],[127.13947903,37.59201668],[127.13942791,37.59215021],[127.13941065,37.59228907],[127.13942791,37.59242794],[127.13947903,37.59256146],[127.13956205,37.59268452],[127.13967376,37.59279239],[127.13980989,37.59288091],[127.1399652,37.59294669],[127.14013372,37.59298719],[127.14030897,37.59300087],[127.14048422,37.59298719],[127.14065274,37.59294669],[127.14080805,37.59288091],[127.14094417,37.59279239],[127.14105589,37.59268452],[127.1411389,37.59256146],[127.14119002,37.59242794],[127.14120728,37.59228907]]]}"
6779207,"2022040","4136025000","41360001  ",경기도 남양주시1,경기도 남양주시 와부읍(덕소삼거리 부근),8,9,1,7,1,0,127.212374038632,37.586357503597,"{""type"":""Polygon"",""coordinates"":[[[127.21327235,37.5863575],[127.21325509,37.58621863],[127.21320397,37.58608509],[127.21312096,37.58596202],[127.21300924,37.58585414],[127.21287312,37.58576561],[127.21271781,37.58569983],[127.21254929,37.58565932],[127.21237404,37.58564564],[127.21219879,37.58565932],[127.21203027,37.58569983],[127.21187496,37.58576561],[127.21173883,37.58585414],[127.21162712,37.58596202],[127.2115441,37.58608509],[127.21149298,37.58621863],[127.21147572,37.5863575],[127.21149298,37.58649638],[127.2115441,37.58662992],[127.21162712,37.58675299],[127.21173883,37.58686086],[127.21187496,37.58694939],[127.21203027,37.58701517],[127.21219879,37.58705568],[127.21237404,37.58706936],[127.21254929,37.58705568],[127.21271781,37.58701517],[127.21287312,37.58694939],[127.21300924,37.58686086],[127.21312096,37.58675299],[127.21320397,37.58662992],[127.21325509,37.58649638],[127.21327235,37.5863575]]]}"
6778905,"2022040","4136025300","41360002  ",경기도 남양주시2,경기도 남양주시 진접읍(진접농협앞 부근),8,8,0,8,0,0,127.183494703319,37.719141082596,"{""type"":""Polygon"",""coordinates"":[[[127.18439302,37.71914108],[127.18437576,37.71900245],[127.18432464,37.71886915],[127.18424163,37.7187463],[127.18412991,37.71863862],[127.18399378,37.71855025],[127.18383847,37.71848459],[127.18366996,37.71844415],[127.1834947,37.71843049],[127.18331945,37.71844415],[127.18315093,37.71848459],[127.18299563,37.71855025],[127.1828595,37.71863862],[127.18274778,37.7187463],[127.18266477,37.71886915],[127.18261365,37.71900245],[127.18259639,37.71914108],[127.18261365,37.71927971],[127.18266477,37.71941301],[127.18274778,37.71953586],[127.1828595,37.71964354],[127.18299563,37.71973191],[127.18315093,37.71979757],[127.18331945,37.71983801],[127.1834947,37.71985166],[127.18366996,37.71983801],[127.18383847,37.71979757],[127.18399378,37.71973191],[127.18412991,37.71964354],[127.18424163,37.71953586],[127.18432464,37.71941301],[127.18437576,37.71927971],[127.18439302,37.71914108]]]}"
6779326,"2022040","4136026500","41360003  ",경기도 남양주시3,경기도 남양주시 퇴계원읍(퇴계원리22513 부근),7,8,1,6,1,0,127.144798059184,37.648726786113,"{""type"":""Polygon"",""coordinates"":[[[127.14569637,37.64872679],[127.14567911,37.64858803],[127.14562799,37.6484546],[127.14554498,37.64833163],[127.14543326,37.64822385],[127.14529714,37.64813539],[127.14514183,37.64806967],[127.14497331,37.64802919],[127.14479806,37.64801552],[127.14462281,37.64802919],[127.14445429,37.64806967],[127.14429898,37.64813539],[127.14416285,37.64822385],[127.14405114,37.64833163],[127.14396812,37.6484546],[127.143917,37.64858803],[127.14389974,37.64872679],[127.143917,37.64886555],[127.14396812,37.64899897],[127.14405114,37.64912194],[127.14416285,37.64922972],[127.14429898,37.64931817],[127.14445429,37.6493839],[127.14462281,37.64942438],[127.14479806,37.64943804],[127.14497331,37.64942438],[127.14514183,37.6493839],[127.14529714,37.64931817],[127.14543326,37.64922972],[127.14554498,37.64912194],[127.14562799,37.64899897],[127.14567911,37.64886555],[127.14569637,37.64872679]]]}"
6779508,"2022040","4136025600","41360004  ",경기도 남양주시4,경기도 남양주시 화도읍(신한은행화도금융센터 부근),7,7,1,6,0,0,127.306892195719,37.652708848336,"{""type"":""Polygon"",""coordinates"":[[[127.30779051,37.65270885],[127.30777325,37.6525701],[127.30772213,37.65243668],[127.30763912,37.65231371],[127.3075274,37.65220594],[127.30739127,37.65211749],[127.30723597,37.65205176],[127.30706745,37.65201129],[127.3068922,37.65199762],[127.30671694,37.65201129],[127.30654843,37.65205176],[127.30639312,37.65211749],[127.30625699,37.65220594],[127.30614527,37.65231371],[127.30606226,37.65243668],[127.30601114,37.6525701],[127.30599388,37.65270885],[127.30601114,37.6528476],[127.30606226,37.65298102],[127.30614527,37.65310398],[127.30625699,37.65321176],[127.30639312,37.6533002],[127.30654843,37.65336593],[127.30671694,37.6534064],[127.3068922,37.65342007],[127.30706745,37.6534064],[127.30723597,37.65336593],[127.30739127,37.6533002],[127.3075274,37.65321176],[127.30763912,37.65310398],[127.30772213,37.65298102],[127.30777325,37.6528476],[127.30779051,37.65270885]]]}"
6779218,"2022040","4136011200","41360005  ",경기도 남양주시5,경기도 남양주시 다산동(남양주IC 부근),7,7,0,7,0,0,127.156335605605,37.604955687656,"{""type"":""Polygon"",""coordinates"":[[[127.15723392,37.60495569],[127.15721666,37.60481685],[127.15716554,37.60468334],[127.15708253,37.6045603],[127.15697081,37.60445245],[127.15683468,37.60436395],[127.15667938,37.60429818],[127.15651086,37.60425768],[127.15633561,37.60424401],[127.15616035,37.60425768],[127.15599184,37.60429818],[127.15583653,37.60436395],[127.1557004,37.60445245],[127.15558868,37.6045603],[127.15550567,37.60468334],[127.15545455,37.60481685],[127.15543729,37.60495569],[127.15545455,37.60509453],[127.15550567,37.60522803],[127.15558868,37.60535107],[127.1557004,37.60545892],[127.15583653,37.60554742],[127.15599184,37.60561319],[127.15616035,37.60565369],[127.15633561,37.60566736],[127.15651086,37.60565369],[127.15667938,37.60561319],[127.15683468,37.60554742],[127.15697081,37.60545892],[127.15708253,37.60535107],[127.15716554,37.60522803],[127.15721666,37.60509453],[127.15723392,37.60495569]]]}"
6779165,"2022040","4137010300","41370001  ",경기도 오산시1,경기도 오산시 원동(빙그레식당 부근),7,7,1,6,0,0,127.068340198043,37.145864764848,"{""type"":""Polygon"",""coordinates"":[[[127.06923851,37.14586476],[127.06922125,37.14572507],[127.06917013,37.14559074],[127.06908712,37.14546695],[127.0689754,37.14535844],[127.06883928,37.14526939],[127.06868397,37.14520322],[127.06851545,37.14516247],[127.0683402,37.14514871],[127.06816495,37.14516247],[127.06799643,37.14520322],[127.06784112,37.14526939],[127.06770499,37.14535844],[127.06759328,37.14546695],[127.06751026,37.14559074],[127.06745914,37.14572507],[127.06744188,37.14586476],[127.06745914,37.14600446],[127.06751026,37.14613878],[127.06759328,37.14626258],[127.06770499,37.14637109],[127.06784112,37.14646013],[127.06799643,37.1465263],[127.06816495,37.14656705],[127.0683402,37.14658081],[127.06851545,37.14656705],[127.06868397,37.1465263],[127.06883928,37.14646013],[127.0689754,37.14637109],[127.06908712,37.14626258],[127.06917013,37.14613878],[127.06922125,37.14600446],[127.06923851,37.14586476]]]}"
6778894,"2022040","4139013200","41390001  ",경기도 시흥시1,경기도 시흥시 정왕동(정왕동1222 부근),12,12,0,12,0,0,126.747920007004,37.345093232468,"{""type"":""Polygon"",""coordinates"":[[[126.74881832,37.34509323],[126.74880106,37.34495391],[126.74874994,37.34481994],[126.74866693,37.34469647],[126.74855521,37.34458825],[126.74841908,37.34449943],[126.74826378,37.34443343],[126.74809526,37.34439279],[126.74792001,37.34437907],[126.74774475,37.34439279],[126.74757624,37.34443343],[126.74742093,37.34449943],[126.7472848,37.34458825],[126.74717309,37.34469647],[126.74709007,37.34481994],[126.74703895,37.34495391],[126.74702169,37.34509323],[126.74703895,37.34523256],[126.74709007,37.34536653],[126.74717309,37.34549],[126.7472848,37.34559822],[126.74742093,37.34568703],[126.74757624,37.34575302],[126.74774475,37.34579366],[126.74792001,37.34580739],[126.74809526,37.34579366],[126.74826378,37.34575302],[126.74841908,37.34568703],[126.74855521,37.34559822],[126.74866693,37.34549],[126.74874994,37.34536653],[126.74880106,37.34523256],[126.74881832,37.34509323]]]}"
6779058,"2022040","4139010200","41390002  ",경기도 시흥시2,경기도 시흥시 신천동(사천교 부근),8,8,0,8,0,0,126.783604074270,37.439236889372,"{""type"":""Polygon"",""coordinates"":[[[126.78450239,37.43923689],[126.78448513,37.43909774],[126.78443401,37.43896394],[126.784351,37.43884062],[126.78423928,37.43873254],[126.78410315,37.43864383],[126.78394784,37.43857792],[126.78377933,37.43853733],[126.78360407,37.43852362],[126.78342882,37.43853733],[126.7832603,37.43857792],[126.783105,37.43864383],[126.78296887,37.43873254],[126.78285715,37.43884062],[126.78277414,37.43896394],[126.78272302,37.43909774],[126.78270576,37.43923689],[126.78272302,37.43937604],[126.78277414,37.43950984],[126.78285715,37.43963315],[126.78296887,37.43974124],[126.783105,37.43982994],[126.7832603,37.43989585],[126.78342882,37.43993644],[126.78360407,37.43995015],[126.78377933,37.43993644],[126.78394784,37.43989585],[126.78410315,37.43982994],[126.78423928,37.43974124],[126.784351,37.43963315],[126.78443401,37.43950984],[126.78448513,37.43937604],[126.78450239,37.43923689]]]}"
6779145,"2022040","4139013200","41390003  ",경기도 시흥시3,경기도 시흥시 정왕동(보차도2교 부근),7,8,1,7,0,0,126.734820868789,37.345369775795,"{""type"":""Polygon"",""coordinates"":[[[126.73571918,37.34536978],[126.73570192,37.34523045],[126.7356508,37.34509648],[126.73556779,37.34497301],[126.73545607,37.34486479],[126.73531995,37.34477598],[126.73516464,37.34470998],[126.73499612,37.34466934],[126.73482087,37.34465562],[126.73464562,37.34466934],[126.7344771,37.34470998],[126.73432179,37.34477598],[126.73418566,37.34486479],[126.73407395,37.34497301],[126.73399093,37.34509648],[126.73393981,37.34523045],[126.73392255,37.34536978],[126.73393981,37.3455091],[126.73399093,37.34564307],[126.73407395,37.34576654],[126.73418566,37.34587476],[126.73432179,37.34596357],[126.7344771,37.34602957],[126.73464562,37.3460702],[126.73482087,37.34608393],[126.73499612,37.3460702],[126.73516464,37.34602957],[126.73531995,37.34596357],[126.73545607,37.34587476],[126.73556779,37.34576654],[126.7356508,37.34564307],[126.73570192,37.3455091],[126.73571918,37.34536978]]]}"
6779342,"2022040","4139010200","41390004  ",경기도 시흥시4,경기도 시흥시 신천동(신천육교삼거리 부근),7,8,0,7,1,0,126.783581733311,37.441580283404,"{""type"":""Polygon"",""coordinates"":[[[126.78448005,37.44158028],[126.78446279,37.44144114],[126.78441167,37.44130734],[126.78432866,37.44118403],[126.78421694,37.44107595],[126.78408081,37.44098724],[126.7839255,37.44092133],[126.78375699,37.44088075],[126.78358173,37.44086704],[126.78340648,37.44088075],[126.78323796,37.44092133],[126.78308266,37.44098724],[126.78294653,37.44107595],[126.78283481,37.44118403],[126.7827518,37.44130734],[126.78270068,37.44144114],[126.78268342,37.44158028],[126.78270068,37.44171943],[126.7827518,37.44185323],[126.78283481,37.44197654],[126.78294653,37.44208462],[126.78308266,37.44217332],[126.78323796,37.44223923],[126.78340648,37.44227981],[126.78358173,37.44229352],[126.78375699,37.44227981],[126.7839255,37.44223923],[126.78408081,37.44217332],[126.78421694,37.44208462],[126.78432866,37.44197654],[126.78441167,37.44185323],[126.78446279,37.44171943],[126.78448005,37.44158028]]]}"
6779543,"2022040","4141010400","41410001  ",경기도 군포시1,경기도 군포시 산본동(원불교산본성당 부근),8,8,3,5,0,0,126.933644146861,37.359648845219,"{""type"":""Polygon"",""coordinates"":[[[126.93454246,37.35964885],[126.9345252,37.35950955],[126.93447408,37.3593756],[126.93439107,37.35925216],[126.93427935,37.35914396],[126.93414322,37.35905516],[126.93398792,37.35898917],[126.9338194,37.35894854],[126.93364415,37.35893482],[126.93346889,37.35894854],[126.93330038,37.35898917],[126.93314507,37.35905516],[126.93300894,37.35914396],[126.93289722,37.35925216],[126.93281421,37.3593756],[126.93276309,37.35950955],[126.93274583,37.35964885],[126.93276309,37.35978814],[126.93281421,37.35992209],[126.93289722,37.36004553],[126.93300894,37.36015373],[126.93314507,37.36024253],[126.93330038,37.36030851],[126.93346889,37.36034914],[126.93364415,37.36036286],[126.9338194,37.36034914],[126.93398792,37.36030851],[126.93414322,37.36024253],[126.93427935,37.36015373],[126.93439107,37.36004553],[126.93447408,37.35992209],[126.9345252,37.35978814],[126.93454246,37.35964885]]]}"
6779017,"2022040","4145010600","41450001  ",경기도 하남시1,경기도 하남시 신장동(신장사거리 부근),12,13,0,12,0,1,127.204409257682,37.538205522368,"{""type"":""Polygon"",""coordinates"":[[[127.20530757,37.53820552],[127.20529031,37.53806656],[127.20523919,37.53793293],[127.20515618,37.53780978],[127.20504446,37.53770184],[127.20490833,37.53761325],[127.20475303,37.53754742],[127.20458451,37.53750689],[127.20440926,37.5374932],[127.20423401,37.53750689],[127.20406549,37.53754742],[127.20391018,37.53761325],[127.20377405,37.53770184],[127.20366234,37.53780978],[127.20357932,37.53793293],[127.2035282,37.53806656],[127.20351094,37.53820552],[127.2035282,37.53834449],[127.20357932,37.53847811],[127.20366234,37.53860126],[127.20377405,37.5387092],[127.20391018,37.53879779],[127.20406549,37.53886361],[127.20423401,37.53890415],[127.20440926,37.53891784],[127.20458451,37.53890415],[127.20475303,37.53886361],[127.20490833,37.53879779],[127.20504446,37.5387092],[127.20515618,37.53860126],[127.20523919,37.53847811],[127.20529031,37.53834449],[127.20530757,37.53820552]]]}"
6779130,"2022040","4145010100","41450002  ",경기도 하남시2,경기도 하남시 천현동(덕보교앞교차로 부근),7,7,0,7,0,0,127.208491154544,37.536412953196,"{""type"":""Polygon"",""coordinates"":[[[127.20938947,37.53641295],[127.20937221,37.53627398],[127.20932109,37.53614035],[127.20923808,37.5360172],[127.20912636,37.53590926],[127.20899023,37.53582067],[127.20883492,37.53575484],[127.20866641,37.5357143],[127.20849115,37.53570062],[127.2083159,37.5357143],[127.20814738,37.53575484],[127.20799208,37.53582067],[127.20785595,37.53590926],[127.20774423,37.5360172],[127.20766122,37.53614035],[127.2076101,37.53627398],[127.20759284,37.53641295],[127.2076101,37.53655192],[127.20766122,37.53668555],[127.20774423,37.5368087],[127.20785595,37.53691665],[127.20799208,37.53700523],[127.20814738,37.53707106],[127.2083159,37.5371116],[127.20849115,37.53712528],[127.20866641,37.5371116],[127.20883492,37.53707106],[127.20899023,37.53700523],[127.20912636,37.53691665],[127.20923808,37.5368087],[127.20932109,37.53668555],[127.20937221,37.53655192],[127.20938947,37.53641295]]]}"
6778946,"2022040","4148025000","41480001  ",경기도 파주시1,경기도 파주시 문산읍(문산시외버스터미널 부근),8,8,0,8,0,0,126.785479628383,37.858184533890,"{""type"":""Polygon"",""coordinates"":[[[126.78637794,37.85818453],[126.78636068,37.85804617],[126.78630956,37.85791312],[126.78622655,37.8577905],[126.78611483,37.85768302],[126.78597871,37.85759481],[126.7858234,37.85752927],[126.78565488,37.85748891],[126.78547963,37.85747528],[126.78530438,37.85748891],[126.78513586,37.85752927],[126.78498055,37.85759481],[126.78484442,37.85768302],[126.78473271,37.8577905],[126.78464969,37.85791312],[126.78459857,37.85804617],[126.78458131,37.85818453],[126.78459857,37.8583229],[126.78464969,37.85845595],[126.78473271,37.85857857],[126.78484442,37.85868605],[126.78498055,37.85877425],[126.78513586,37.85883979],[126.78530438,37.85888015],[126.78547963,37.85889378],[126.78565488,37.85888015],[126.7858234,37.85883979],[126.78597871,37.85877425],[126.78611483,37.85868605],[126.78622655,37.85857857],[126.78630956,37.85845595],[126.78636068,37.8583229],[126.78637794,37.85818453]]]}"
